-0,-0,0,1.5708,0,-0,0,0
-0,-0,0,1.5708,0,-0.00010093,0,0.0080001
-0,-0,0,1.5708,0,-0.00040374,0,0.016
-0,-0,0,1.5708,0,-0.00090841,0,0.024
-0,-0,0,1.5708,0,-0.0016149,0,0.032
-0,-0,0,1.5708,0,-0.0025234,0,0.04
-0,-0,0,1.5708,0,-0.0036336,0,0.048
-0,-0,0,1.5708,0,-0.0049458,0,0.056
-0,-0,0,1.5708,0,-0.0064598,0,0.064001
-0,-0,0,1.5708,0,-0.0081757,0,0.072001
-0,-0,0,1.5708,0,-0.010093,0,0.080001
-0,-0,0,1.5708,0,-0.012213,0,0.088001
-0,-0,0,1.5708,0,-0.014535,0,0.096001
-0,-0,0,1.5708,0,-0.017058,0,0.104
-0,-0,0,1.5708,0,-0.019783,0,0.112
-0,-0,0,1.5708,0,-0.02271,0,0.12
-0,-0,0,1.5708,0,-0.025839,0,0.128
-0,-0,0,1.5708,0,-0.02917,0,0.136
-0,-0,0,1.5708,0,-0.032703,0,0.144
-0,-0,0,1.5708,0,-0.036437,0,0.152
-0,-0,0,1.5708,0,-0.040374,0,0.16
-0,-0,0,1.5708,0,-0.044512,0,0.168
-0,-0,0,1.5708,0,-0.048852,0,0.176
-0,-0,0,1.5708,0,-0.053394,0,0.184
-0,-0,0,1.5708,0,-0.058138,0,0.192
-0,-0,0,1.5708,0,-0.063084,0,0.2
-0,-0,0,1.5708,0,-0.068232,0,0.208
-0,-0,0,1.5708,0,-0.073581,0,0.216
-0,-0,0,1.5708,0,-0.079132,0,0.224
-0,-0,0,1.5708,0,-0.084886,0,0.232
-0,-0,0,1.5708,0,-0.090841,0,0.24
-0,-0,0,1.5708,0,-0.096998,0,0.248
-0,-0,0,1.5708,0,-0.10336,0,0.256
-0,-0,0,1.5708,0,-0.10992,0,0.264
-0,-0,0,1.5708,0,-0.11668,0,0.272
-0,-0,0,1.5708,0,-0.12364,0,0.28
-0,-0,0,1.5708,0,-0.13081,0,0.288
-0,-0,0,1.5708,0,-0.13818,0,0.296
-0,-0,0,1.5708,0,-0.14575,0,0.304
-0,-0,0,1.5708,0,-0.15352,0,0.312
-0,-0,0,1.5708,0,-0.16149,0,0.32
-0,-0,0,1.5708,0,-0.16967,0,0.328
-0,-0,0,1.5708,0,-0.17805,0,0.336
-0,-0,0,1.5708,0,-0.18663,0,0.344
-0,-0,0,1.5708,0,-0.19541,0,0.352
-0,-0,0,1.5708,0,-0.20439,0,0.36
-0,-0,0,1.5708,0,-0.21358,0,0.368
-0,-0,0,1.5708,0,-0.22296,0,0.376
-0,-0,0,1.5708,0,-0.23255,0,0.384
-0,-0,0,1.5708,0,-0.24234,0,0.392
-0,-0,0,1.5708,0,-0.25234,0,0.4
-0,-0,0,1.5708,0,-0.26253,0,0.408
-0,-0,0,1.5708,0,-0.27293,0,0.416
-0,-0,0,1.5708,0,-0.28352,0,0.424
-0,-0,0,1.5708,0,-0.29432,0,0.432
-0,-0,0,1.5708,0,-0.30533,0,0.44
-0,-0,0,1.5708,0,-0.31653,0,0.448
-0,-0,0,1.5708,0,-0.32794,0,0.456
-0,-0,0,1.5708,0,-0.33954,0,0.464
-0,-0,0,1.5708,0,-0.35135,0,0.472
-0,-0,0,1.5708,0,-0.36336,0,0.48
-0,-0,0,1.5708,0,-0.37558,0,0.488
-0,-0,0,1.5708,0,-0.38799,0,0.496
-0,-0,0,1.5708,0,-0.39897,0,0.504
-0,-0,0,1.5708,0,-0.41136,0,0.512
-0,-0,0,1.5708,0,-0.42355,0,0.52
-0,-0,0,1.5708,0,-0.43553,0,0.528
-0,-0,0,1.5708,0,-0.44732,0,0.536
-0,-0,0,1.5708,0,-0.4589,0,0.544
-0,-0,0,1.5708,0,-0.47028,0,0.552
-0,-0,0,1.5708,0,-0.48146,0,0.56
-0,-0,0,1.5708,0,-0.49243,0,0.568
-0,-0,0,1.5708,0,-0.50321,0,0.576
-0,-0,0,1.5708,0,-0.51378,0,0.584
-0,-0,0,1.5708,0,-0.52415,0,0.592
-0,-0,0,1.5708,0,-0.53432,0,0.60001
-0,-0,0,1.5708,0,-0.54429,0,0.60801
-0,-0,0,1.5708,0,-0.55406,0,0.61601
-0,-0,0,1.5708,0,-0.56362,0,0.62401
-0,-0,0,1.5708,0,-0.57298,0,0.63201
-0,-0,0,1.5708,0,-0.58214,0,0.64001
-0,-0,0,1.5708,0,-0.5911,0,0.64801
-0,-0,0,1.5708,0,-0.59985,0,0.65601
-0,-0,0,1.5708,0,-0.60841,0,0.66401
-0,-0,0,1.5708,0,-0.61676,0,0.67201
-0,-0,0,1.5708,0,-0.62491,0,0.68001
-0,-0,0,1.5708,0,-0.63286,0,0.68801
-0,-0,0,1.5708,0,-0.64061,0,0.69601
-0,-0,0,1.5708,0,-0.64815,0,0.70401
-0,-0,0,1.5708,0,-0.65549,0,0.71201
-0,-0,0,1.5708,0,-0.66264,0,0.72001
-0,-0,0,1.5708,0,-0.66957,0,0.72801
-0,-0,0,1.5708,0,-0.67631,0,0.73601
-0,-0,0,1.5708,0,-0.68285,0,0.74401
-0,-0,0,1.5708,0,-0.68918,0,0.75201
-0,-0,0,1.5708,0,-0.69531,0,0.76001
-0,-0,0,1.5708,0,-0.70124,0,0.76801
-0,-0,0,1.5708,0,-0.70697,0,0.77601
-0,-0,0,1.5708,0,-0.7125,0,0.78401
-0,-0,0,1.5708,0,-0.71782,0,0.79201
-0,-0,0,1.5708,0,-0.72294,0,0.80001
-0,-0,0,1.5708,0,-0.72786,0,0.80801
-0,-0,0,1.5708,0,-0.73258,0,0.81601
-0,-0,0,1.5708,0,-0.7371,0,0.82401
-0,-0,0,1.5708,0,-0.74141,0,0.83201
-0,-0,0,1.5708,0,-0.74553,0,0.84001
-0,-0,0,1.5708,0,-0.74944,0,0.84801
-0,-0,0,1.5708,0,-0.75315,0,0.85601
-0,-0,0,1.5708,0,-0.75666,0,0.86401
-0,-0,0,1.5708,0,-0.75996,0,0.87201
-0,-0,0,1.5708,0,-0.76306,0,0.88001
-0,-0,0,1.5708,0,-0.76597,0,0.88801
-0,-0,0,1.5708,0,-0.76867,0,0.89601
-0,-0,0,1.5708,0,-0.77116,0,0.90401
-0,-0,0,1.5708,0,-0.77346,0,0.91201
-0,-0,0,1.5708,0,-0.77556,0,0.92001
-0,-0,0,1.5708,0,-0.77745,0,0.92801
-0,-0,0,1.5708,0,-0.77914,0,0.93601
-0,-0,0,1.5708,0,-0.78063,0,0.94401
-0,-0,0,1.5708,0,-0.78191,0,0.95201
-0,-0,0,1.5708,0,-0.783,0,0.96001
-0,-0,0,1.5708,0,-0.78388,0,0.96801
-0,-0,0,1.5708,0,-0.78456,0,0.97601
-0,-0,0,1.5708,0,-0.78504,0,0.98401
-0,-0,0,1.5708,0,-0.78532,0,0.99201
-0,-0,0,1.5708,0,-0.7854,0,1
-0,-0,0,1.5708,0,-0.7853,0,1.008
-0,-0,0,1.5708,0,-0.78499,0,1.016
-0,-0,0,1.5708,0,-0.78449,0,1.024
-0,-0,0,1.5708,0,-0.78378,0,1.032
-0,-0,0,1.5708,0,-0.78287,0,1.04
-0,-0,0,1.5708,0,-0.78176,0,1.048
-0,-0,0,1.5708,0,-0.78045,0,1.056
-0,-0,0,1.5708,0,-0.77894,0,1.064
-0,-0,0,1.5708,0,-0.77722,0,1.072
-0,-0,0,1.5708,0,-0.7753,0,1.08
